,2011-05-26 06:00:00,2011-05-26 09:00:00,2011-05-26 12:00:00,2011-05-26 15:00:00,2011-05-26 18:00:00,2011-05-26 21:00:00,2011-05-27 00:00:00,2011-05-27 03:00:00,2011-05-27 06:00:00
DWPC,16.33,14.25,13.82,11.69,10.14,9.94,8.89,7.11,5.21
HCLD,91.0,8.0,26.0,79.0,81.0,92.0,90.0,29.0,1.0
LCLD,1.0,0.0,44.0,88.0,96.0,95.0,95.0,72.0,4.0
MCLD,2.0,0.0,0.0,17.0,93.0,79.0,5.0,0.0,0.0
PRCP,0.0,1.59,0.1,0.69,3.6,0.93,0.13,0.03,0.0
PRES,972.4,973.1,975.4,977.8,979.9,981.3,983.6,984.6,985.4
TMPC,17.24,14.54,14.74,13.04,11.84,12.24,10.84,9.14,6.94
UWND,1.1,0.4,-0.4,-0.9,-0.2,0.2,1.2,0.3,0.6
VWND,1.3,-0.7,-3.5,-5.3,-6.1,-6.2,-4.9,-4.7,-3.5
WSPD,1.7029386365926402,0.8062257748298549,3.5227829907617076,5.375872022286245,6.103277807866851,6.203224967708329,5.044799302251776,4.709564735726647,3.5510561809129406
