,2011-10-06 06:00:00,2011-10-06 09:00:00,2011-10-06 12:00:00,2011-10-06 15:00:00,2011-10-06 18:00:00,2011-10-06 21:00:00,2011-10-07 00:00:00,2011-10-07 03:00:00,2011-10-07 06:00:00
DWPC,8.78,8.76,8.85,11.38,12.89,12.95,13.22,12.18,10.85
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,10.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,996.5,996.4,996.8,997.6,997.4,995.6,996.1,997.3,997.6
TMPC,13.44,12.34,11.44,18.24,23.94,24.54,18.04,15.64,14.44
UWND,-1.4,-1.4,-1.3,-1.3,-1.2,-1.6,-2.0,-1.4,-1.1
VWND,2.1,2.3,2.3,2.2,2.8,3.2,2.6,2.8,2.9
WSPD,2.5238858928247927,2.692582403567252,2.6419689627245813,2.5553864678361276,3.046309242345563,3.577708763999664,3.2802438933713454,3.1304951684997055,3.1016124838541645
