,2015-07-23 06:00:00,2015-07-23 09:00:00,2015-07-23 12:00:00,2015-07-23 15:00:00,2015-07-23 18:00:00,2015-07-23 21:00:00,2015-07-24 00:00:00,2015-07-24 03:00:00,2015-07-24 06:00:00
DWPC,13.93,12.78,14.45,17.05,17.48,18.25,20.3,17.32,16.59
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,1.0,0.0,0.0,0.0,0.0,1.0,-9999.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
PRES,987.7,987.7,988.3,988.9,988.8,987.7,987.1,988.5,988.1
TMPC,17.34,16.44,17.64,23.44,26.04,26.84,25.14,20.04,18.84
UWND,-2.1,-2.6,-2.4,-3.3,-3.8,-3.3,-2.3,-2.8,-2.7
VWND,1.0,1.3,1.1,0.6,0.3,0.0,-0.3,-0.4,0.0
WSPD,2.3259406699226015,2.906888370749727,2.640075756488817,3.3541019662496843,3.8118237105091834,3.3,2.3194827009486403,2.82842712474619,2.7
