,2017-08-13 06:00:00,2017-08-13 09:00:00,2017-08-13 12:00:00,2017-08-13 15:00:00,2017-08-13 18:00:00,2017-08-13 21:00:00,2017-08-14 00:00:00,2017-08-14 03:00:00,2017-08-14 06:00:00
DWPC,14.13,12.07,12.08,15.64,16.4,17.13,17.98,15.08,14.34
HCLD,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,31.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
PRES,990.6,990.2,991.3,991.4,990.9,989.0,988.5,989.1,987.9
TMPC,15.04,13.34,13.54,19.64,22.54,23.54,21.44,17.14,15.84
UWND,-2.4,-1.8,-1.2,-2.3,-2.3,-1.9,-1.2,-1.6,-1.6
VWND,-0.7,-0.7,-0.9,-1.6,-0.5,-0.3,0.5,0.1,0.8
WSPD,2.5,1.9313207915827966,1.5,2.80178514522438,2.3537204591879637,1.9235384061671343,1.3,1.6031219541881399,1.788854381999832
