,2012-01-12 06:00:00,2012-01-12 09:00:00,2012-01-12 12:00:00,2012-01-12 15:00:00,2012-01-12 18:00:00,2012-01-12 21:00:00,2012-01-13 00:00:00,2012-01-13 03:00:00,2012-01-13 06:00:00
DWPC,0.32,0.08,-2.96,-4.75,-5.35,-6.27,-7.69,-9.02,-9.93
HCLD,35.0,66.0,86.0,0.0,0.0,0.0,0.0,0.0,26.0
LCLD,0.0,4.0,74.0,89.0,83.0,98.0,100.0,100.0,100.0
MCLD,0.0,0.0,20.0,94.0,98.0,100.0,100.0,100.0,100.0
PRCP,0.0,0.0,0.07,0.12,0.86,1.03,0.89,0.67,0.34
PRES,973.2,973.4,973.9,973.8,973.0,972.5,974.1,975.2,976.8
TMPC,2.34,0.84,-0.16,-1.26,-2.66,-3.66,-5.46,-6.36,-6.96
UWND,2.8,4.0,4.8,5.1,6.7,7.4,8.5,8.4,8.4
VWND,-3.0,-4.4,-4.8,-3.5,-3.3,-3.2,-3.9,-4.8,-4.4
WSPD,4.1036569057366385,5.946427498927402,6.788225099390856,6.185466837676846,7.468600939935136,8.06225774829855,9.35200513259055,9.674709297958259,9.482615672903759
