,2011-06-23 06:00:00,2011-06-23 09:00:00,2011-06-23 12:00:00,2011-06-23 15:00:00,2011-06-23 18:00:00,2011-06-23 21:00:00,2011-06-24 00:00:00,2011-06-24 03:00:00,2011-06-24 06:00:00
DWPC,15.31,14.8,15.35,15.92,16.58,15.66,15.59,14.61,13.93
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,-9999.0,6.0,84.0,96.0,90.0,94.0,92.0,80.0,32.0
MCLD,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.02,0.21,0.47,0.42,0.29,0.17,0.03,0.03
PRES,977.7,977.2,977.8,978.6,979.5,979.5,979.7,980.3,980.6
TMPC,16.94,16.04,16.34,16.94,18.34,18.04,17.14,15.64,14.44
UWND,3.5,3.3,4.2,4.8,5.3,5.1,4.0,3.9,3.7
VWND,2.6,3.2,2.3,1.7,1.3,0.4,0.6,0.0,0.1
WSPD,4.360045871318328,4.596737973824482,4.788527957525152,5.0921508225896055,5.457105459856901,5.115662224971465,4.044749683231337,3.9,3.7013511046643495
