,2011-07-18 06:00:00,2011-07-18 09:00:00,2011-07-18 12:00:00,2011-07-18 15:00:00,2011-07-18 18:00:00,2011-07-18 21:00:00,2011-07-19 00:00:00,2011-07-19 03:00:00,2011-07-19 06:00:00
DWPC,23.22,22.2,22.08,23.28,25.03,25.86,26.55,24.05,24.41
HCLD,17.0,81.0,97.0,99.0,97.0,98.0,100.0,61.0,99.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,82.0,56.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47
PRES,991.3,991.1,991.9,991.8,991.4,989.0,987.3,988.9,988.0
TMPC,23.84,22.74,22.74,24.34,28.94,28.74,28.04,24.54,25.04
UWND,1.6,1.9,1.7,1.9,2.6,2.4,2.5,1.4,1.6
VWND,1.6,1.7,1.2,1.2,1.2,1.9,1.5,0.0,1.9
WSPD,2.2627416997969525,2.5495097567963922,2.080865204668481,2.247220505424423,2.863564212655271,3.0610455730027932,2.9154759474226504,1.4,2.483948469674844
