,2011-12-10 06:00:00,2011-12-10 09:00:00,2011-12-10 12:00:00,2011-12-10 15:00:00,2011-12-10 18:00:00,2011-12-10 21:00:00,2011-12-11 00:00:00,2011-12-11 03:00:00,2011-12-11 06:00:00
DWPC,-10.57,-11.09,-12.11,-13.94,-14.63,-14.25,-12.37,-11.4,-10.28
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,1004.1,1004.2,1005.1,1006.6,1005.5,1004.5,1004.6,1004.6,1004.4
TMPC,-6.16,-6.36,-6.56,-5.86,-3.36,-2.86,-4.56,-4.56,-4.46
UWND,3.2,3.0,2.6,2.4,2.9,3.1,1.8,1.6,1.9
VWND,-1.8,-1.5,-1.3,-1.1,0.4,0.9,1.6,2.5,2.7
WSPD,3.6715119501371642,3.3541019662496847,2.906888370749727,2.640075756488817,2.9274562336608896,3.228002478313795,2.4083189157584592,2.968164415931166,3.3015148038438356
