,2014-03-11 06:00:00,2014-03-11 09:00:00,2014-03-11 12:00:00,2014-03-11 15:00:00,2014-03-11 18:00:00,2014-03-11 21:00:00,2014-03-12 00:00:00,2014-03-12 03:00:00,2014-03-12 06:00:00
DWPC,5.16,4.71,4.07,5.97,6.9,7.42,8.09,4.2,1.53
HCLD,0.0,0.0,0.0,15.0,87.0,97.0,97.0,100.0,100.0
LCLD,0.0,0.0,2.0,1.0,1.0,1.0,3.0,45.0,95.0
MCLD,0.0,23.0,73.0,1.0,41.0,91.0,97.0,100.0,100.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,4.26
PRES,978.6,977.8,976.9,977.3,976.3,973.9,974.7,975.0,973.7
TMPC,7.24,6.34,5.44,9.84,14.14,16.54,12.24,6.14,3.34
UWND,2.0,1.7,1.2,1.4,1.4,0.6,-2.5,-4.1,-2.8
VWND,1.0,1.1,1.8,2.1,1.4,1.3,-3.9,-6.0,-6.6
WSPD,2.23606797749979,2.0248456731316584,2.1633307652783933,2.5238858928247927,1.979898987322333,1.4317821063276355,4.632493928760188,7.267048919609665,7.169379331573968
