,2011-12-15 06:00:00,2011-12-15 09:00:00,2011-12-15 12:00:00,2011-12-15 15:00:00,2011-12-15 18:00:00,2011-12-15 21:00:00,2011-12-16 00:00:00,2011-12-16 03:00:00,2011-12-16 06:00:00
DWPC,11.65,11.91,12.07,9.05,2.11,0.76,-1.33,-2.84,-3.7
HCLD,96.0,99.0,77.0,6.0,0.0,0.0,0.0,23.0,67.0
LCLD,94.0,98.0,94.0,94.0,96.0,77.0,17.0,0.0,0.0
MCLD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-9999.0
PRCP,0.0,0.68,0.3,0.38,0.09,0.01,0.0,0.0,0.0
PRES,982.3,980.9,980.9,983.3,986.3,987.9,992.5,994.9,996.6
TMPC,12.34,12.54,12.74,10.54,6.44,6.24,3.04,0.54,-0.26
UWND,3.3,4.6,5.5,7.5,8.0,7.3,5.1,2.8,1.1
VWND,7.8,5.2,3.2,-2.4,-2.5,-2.8,-2.8,-4.9,-4.3
WSPD,8.469356528095862,6.942621983083913,6.363175307973213,7.874642849044013,8.381527307120106,7.818567643756751,5.818075283115542,5.643580423808985,4.43846820423443
