,2012-03-10 06:00:00,2012-03-10 09:00:00,2012-03-10 12:00:00,2012-03-10 15:00:00,2012-03-10 18:00:00,2012-03-10 21:00:00,2012-03-11 00:00:00,2012-03-11 03:00:00,2012-03-11 06:00:00
DWPC,-5.47,-5.59,-5.91,-6.23,-2.66,0.06,1.5,1.07,0.6
HCLD,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,52.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,1005.8,1004.3,1004.0,1003.9,1002.2,999.3,998.3,998.5,998.3
TMPC,-0.46,-0.76,-0.96,3.24,8.34,10.84,6.94,4.74,4.24
UWND,-2.1,-1.6,-0.1,0.6,1.9,2.8,1.3,1.3,0.7
VWND,2.0,2.8,3.8,5.4,5.7,5.3,4.2,4.3,3.9
WSPD,2.9,3.2249030993194197,3.8013155617496426,5.43323108288245,6.008327554319921,5.994163828258284,4.396589587396122,4.49221548904324,3.96232255123179
