,2017-08-29 06:00:00,2017-08-29 09:00:00,2017-08-29 12:00:00,2017-08-29 15:00:00,2017-08-29 18:00:00,2017-08-29 21:00:00,2017-08-30 00:00:00,2017-08-30 03:00:00,2017-08-30 06:00:00
DWPC,14.76,14.16,14.51,17.32,16.88,17.38,18.0,16.82,15.81
HCLD,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,1.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.03,0.11,0.06,0.06
PRES,988.0,987.6,988.8,989.6,989.0,987.8,987.9,989.6,989.8
TMPC,16.74,15.94,15.84,21.44,24.94,25.74,22.04,18.04,16.74
UWND,-0.8,-0.1,0.1,-0.7,0.1,0.6,-0.1,-1.9,-1.5
VWND,0.0,-0.9,-1.9,-2.0,-2.2,-2.4,-2.5,-1.6,-1.4
WSPD,0.8,0.9055385138137417,1.9026297590440446,2.118962010041709,2.202271554554524,2.4738633753705965,2.5019992006393608,2.483948469674844,2.0518284528683193
