,2016-11-03 06:00:00,2016-11-03 09:00:00,2016-11-03 12:00:00,2016-11-03 15:00:00,2016-11-03 18:00:00,2016-11-03 21:00:00,2016-11-04 00:00:00,2016-11-04 03:00:00,2016-11-04 06:00:00
DWPC,16.87,17.09,16.67,13.44,10.77,8.63,8.82,8.8,8.66
HCLD,99.0,100.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,0.0,1.0,79.0,97.0,35.0,0.0,0.0,0.0,0.0
MCLD,66.0,100.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,5.66,0.13,0.09,0.02,0.0,0.0,0.0,0.0
PRES,992.3,992.0,992.6,995.1,995.8,995.7,997.7,999.3,1000.4
TMPC,19.24,18.34,17.94,16.04,18.74,18.34,13.94,12.24,10.74
UWND,3.3,3.3,1.7,0.8,0.9,1.1,0.3,-0.3,-0.9
VWND,3.1,0.4,-3.3,-5.0,-5.1,-5.1,-3.4,-2.8,-2.7
WSPD,4.527692569068709,3.324154027718932,3.712142238654117,5.063595560468865,5.1788029504896205,5.217278984298233,3.413209633175202,2.8160255680657444,2.8460498941515415
