,2012-02-04 06:00:00,2012-02-04 09:00:00,2012-02-04 12:00:00,2012-02-04 15:00:00,2012-02-04 18:00:00,2012-02-04 21:00:00,2012-02-05 00:00:00,2012-02-05 03:00:00,2012-02-05 06:00:00
DWPC,4.17,3.75,3.2,2.67,2.64,3.45,3.27,2.89,2.09
HCLD,45.0,75.0,97.0,87.0,83.0,90.0,38.0,1.0,-9999.0
LCLD,88.0,98.0,100.0,100.0,100.0,100.0,96.0,92.0,98.0
MCLD,96.0,98.0,100.0,79.0,39.0,0.0,0.0,0.0,0.0
PRCP,0.0,1.72,5.92,2.45,0.4,0.77,0.59,0.42,0.44
PRES,996.7,994.5,994.0,993.8,991.2,988.9,988.6,988.5,989.1
TMPC,5.74,5.24,4.44,4.14,5.34,5.24,4.64,4.04,3.24
UWND,-5.3,-6.4,-6.9,-7.3,-8.7,-6.3,-5.7,-4.9,-4.7
VWND,-0.9,-0.8,-3.4,-1.8,-0.3,-0.1,-2.4,-3.3,-5.7
WSPD,5.375872022286245,6.44980619863884,7.692203845452875,7.518643494673757,8.705170877128145,6.300793600809345,6.18465843842649,5.907622195096772,7.387827826905552
