,2017-03-15 06:00:00,2017-03-15 09:00:00,2017-03-15 12:00:00,2017-03-15 15:00:00,2017-03-15 18:00:00,2017-03-15 21:00:00,2017-03-16 00:00:00,2017-03-16 03:00:00,2017-03-16 06:00:00
DWPC,-9.97,-10.32,-9.89,-8.67,-8.42,-7.71,-7.47,-8.0,-8.76
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,2.0,0.0,0.0,0.0,0.0,44.0,56.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
PRES,1000.8,1000.8,1001.2,1002.4,1002.0,1000.2,1000.2,1001.2,1000.8
TMPC,-8.26,-8.36,-8.56,-5.66,-2.66,-1.46,-4.76,-5.86,-6.96
UWND,2.7,3.7,3.1,3.5,3.7,4.1,2.3,1.9,0.8
VWND,-3.0,-3.3,-3.0,-3.9,-3.8,-3.0,-1.1,-1.1,-0.3
WSPD,4.036087214122113,4.957822102496216,4.313930922024598,5.240229002629561,5.303772242470448,5.080354318352215,2.5495097567963922,2.195449840010015,0.8544003745317532
