,2017-03-03 06:00:00,2017-03-03 09:00:00,2017-03-03 12:00:00,2017-03-03 15:00:00,2017-03-03 18:00:00,2017-03-03 21:00:00,2017-03-04 00:00:00,2017-03-04 03:00:00,2017-03-04 06:00:00
DWPC,-6.52,-8.77,-10.4,-12.57,-12.74,-11.85,-9.14,-9.0,-7.5
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,8.0,32.0,52.0
MCLD,0.0,0.0,0.0,0.0,0.0,3.0,35.0,98.0,96.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,1002.9,1004.5,1006.1,1008.6,1009.0,1006.9,1006.8,1007.3,1006.8
TMPC,-1.96,-2.86,-3.36,-1.46,1.54,2.84,0.04,0.34,0.04
UWND,0.8,1.6,1.4,1.9,3.0,2.1,0.5,-1.0,-1.9
VWND,-3.4,-3.7,-3.1,-2.0,-1.1,-0.4,0.9,2.2,2.4
WSPD,3.492849839314596,4.031128874149275,3.4014702703389896,2.758622844826744,3.1953090617340916,2.137755832643195,1.0295630140987,2.4166091947189146,3.0610455730027932
