,2016-10-01 06:00:00,2016-10-01 09:00:00,2016-10-01 12:00:00,2016-10-01 15:00:00,2016-10-01 18:00:00,2016-10-01 21:00:00,2016-10-02 00:00:00,2016-10-02 03:00:00,2016-10-02 06:00:00
DWPC,13.78,14.34,13.1,14.23,14.09,14.62,14.69,14.17,13.72
HCLD,-9999.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0
LCLD,11.0,92.0,44.0,42.0,26.0,61.0,99.0,95.0,81.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.08,0.0,0.38,2.95,0.9,0.03,0.0,0.0
PRES,987.6,987.3,987.5,988.3,987.8,986.6,987.3,988.4,988.5
TMPC,14.24,15.14,13.44,16.34,19.34,19.14,17.34,16.44,15.64
UWND,0.0,-0.6,0.7,0.7,0.9,2.0,1.5,1.2,1.6
VWND,-3.7,-3.3,-2.6,-1.4,-1.9,-2.7,-1.2,-0.9,-1.1
WSPD,3.7,3.3541019662496843,2.6925824035672523,1.5652475842498528,2.1023796041628637,3.3600595232822887,1.9209372712298547,1.5,1.94164878389476
