,2012-02-13 06:00:00,2012-02-13 09:00:00,2012-02-13 12:00:00,2012-02-13 15:00:00,2012-02-13 18:00:00,2012-02-13 21:00:00,2012-02-14 00:00:00,2012-02-14 03:00:00,2012-02-14 06:00:00
DWPC,-17.33,-18.35,-18.89,-18.63,-17.52,-6.11,-4.66,-4.83,-3.42
HCLD,10.0,57.0,93.0,99.0,99.0,98.0,62.0,98.0,100.0
LCLD,0.0,0.0,0.0,21.0,73.0,33.0,67.0,71.0,77.0
MCLD,0.0,0.0,0.0,84.0,96.0,99.0,99.0,87.0,85.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.31,0.69,0.52,0.83
PRES,997.6,995.8,994.4,994.0,991.6,988.6,987.8,986.2,984.4
TMPC,-4.66,-4.86,-4.76,-1.86,0.44,-0.86,-2.16,-2.86,-2.36
UWND,2.8,2.4,1.3,1.5,0.9,0.7,1.0,0.7,1.4
VWND,0.8,2.2,3.1,4.3,5.2,6.2,6.0,5.5,5.3
WSPD,2.912043955712207,3.2557641192199416,3.361547262794322,4.55411901469428,5.277309920783504,6.2393909959226,6.082762530298219,5.544366510251645,5.481788029466299
