,2015-07-31 06:00:00,2015-07-31 09:00:00,2015-07-31 12:00:00,2015-07-31 15:00:00,2015-07-31 18:00:00,2015-07-31 21:00:00,2015-08-01 00:00:00,2015-08-01 03:00:00,2015-08-01 06:00:00
DWPC,14.94,14.0,14.86,18.74,19.92,21.21,21.66,16.31,11.41
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,990.5,990.3,990.3,990.2,989.1,987.3,986.5,988.3,988.4
TMPC,20.14,18.84,19.44,25.44,28.44,29.04,26.64,21.14,18.54
UWND,3.8,4.2,3.6,5.4,7.0,6.4,4.3,1.8,2.5
VWND,-0.2,-0.8,-0.5,-0.1,-0.8,-0.6,-0.4,-3.7,-2.7
WSPD,3.8052595180880893,4.27551166528639,3.6345563690772495,5.400925846556311,7.045565981523415,6.428063471995279,4.318564576337836,4.114608122288197,3.67967389859482
