,2013-04-13 06:00:00,2013-04-13 09:00:00,2013-04-13 12:00:00,2013-04-13 15:00:00,2013-04-13 18:00:00,2013-04-13 21:00:00,2013-04-14 00:00:00,2013-04-14 03:00:00,2013-04-14 06:00:00
DWPC,1.73,0.83,-0.01,0.01,1.38,2.96,5.1,4.01,5.61
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,79.0
LCLD,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,18.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
PRES,985.7,985.9,986.9,988.3,987.7,986.9,987.0,987.5,987.4
TMPC,2.94,2.04,1.44,5.84,9.24,11.24,9.14,6.74,7.94
UWND,3.5,3.7,3.9,6.4,6.1,6.0,2.2,-0.3,-0.8
VWND,1.6,1.5,1.1,0.7,0.6,0.6,0.3,1.7,2.9
WSPD,3.8483762809787714,3.992492955535426,4.052159917870962,6.438167441127949,6.129437168288781,6.029925372672534,2.220360331117452,1.7262676501632068,3.0083217912982647
