,2013-05-06 06:00:00,2013-05-06 09:00:00,2013-05-06 12:00:00,2013-05-06 15:00:00,2013-05-06 18:00:00,2013-05-06 21:00:00,2013-05-07 00:00:00,2013-05-07 03:00:00,2013-05-07 06:00:00
DWPC,8.96,9.41,10.24,12.19,13.38,13.93,14.57,13.01,11.97
HCLD,91.0,50.0,46.0,60.0,70.0,99.0,67.0,71.0,59.0
LCLD,77.0,66.0,40.0,49.0,79.0,37.0,65.0,59.0,-9999.0
MCLD,45.0,1.0,1.0,0.0,4.0,0.0,2.0,2.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.19,0.51,0.35,0.47,0.0
PRES,987.8,986.6,987.3,987.7,987.5,987.2,987.9,989.4,989.3
TMPC,10.34,10.64,11.24,16.14,17.84,19.44,17.04,14.04,12.74
UWND,-0.7,-1.1,-2.0,-3.7,-3.9,-4.2,-2.2,-2.4,-1.8
VWND,-3.0,-4.5,-3.9,-3.7,-2.9,-2.0,-1.2,-0.2,-1.2
WSPD,3.0805843601498726,4.632493928760188,4.382921400162226,5.232590180780452,4.860041152089146,4.651881339845203,2.505992817228334,2.4083189157584592,2.1633307652783933
