,2017-04-17 06:00:00,2017-04-17 09:00:00,2017-04-17 12:00:00,2017-04-17 15:00:00,2017-04-17 18:00:00,2017-04-17 21:00:00,2017-04-18 00:00:00,2017-04-18 03:00:00,2017-04-18 06:00:00
DWPC,7.97,7.47,6.91,5.78,3.96,4.93,7.49,5.77,5.65
HCLD,84.0,90.0,88.0,95.0,99.0,99.0,99.0,97.0,79.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,52.0,90.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,993.5,993.9,994.1,995.6,995.5,994.2,993.9,995.4,995.6
TMPC,12.04,10.64,11.24,15.04,18.44,19.44,15.94,13.04,11.44
UWND,-0.5,-2.2,-2.4,-2.6,-2.6,-2.3,-2.0,-2.3,-2.1
VWND,-3.4,-1.7,-0.5,-1.0,0.3,0.1,-0.4,1.0,2.0
WSPD,3.4365680554879163,2.7802877548915688,2.4515301344262523,2.785677655436824,2.6172504656604803,2.3021728866442674,2.039607805437114,2.5079872407968904,2.9
