,2014-06-02 06:00:00,2014-06-02 09:00:00,2014-06-02 12:00:00,2014-06-02 15:00:00,2014-06-02 18:00:00,2014-06-02 21:00:00,2014-06-03 00:00:00,2014-06-03 03:00:00,2014-06-03 06:00:00
DWPC,20.27,19.61,19.72,20.38,20.67,21.15,21.59,20.86,20.44
HCLD,81.0,57.0,37.0,61.0,27.0,20.0,54.0,13.0,1.0
LCLD,0.0,0.0,2.0,40.0,94.0,67.0,5.0,1.0,17.0
MCLD,0.0,2.0,0.0,0.0,0.0,23.0,21.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.35,0.25,0.22,0.4,0.0,0.0
PRES,987.7,987.1,987.4,987.3,987.1,985.5,985.6,986.1,986.0
TMPC,20.94,20.24,20.64,22.44,24.34,26.34,24.34,21.44,21.04
UWND,0.1,0.4,0.5,2.6,3.1,3.2,2.4,2.3,2.5
VWND,5.0,4.8,5.6,5.4,5.9,6.0,4.6,4.0,3.3
WSPD,5.000999900019995,4.8166378315169185,5.622277118748238,5.993329625508679,6.664833081180653,6.8,5.188448708429139,4.6141087980237305,4.1400483088968905
