,2015-12-02 06:00:00,2015-12-02 09:00:00,2015-12-02 12:00:00,2015-12-02 15:00:00,2015-12-02 18:00:00,2015-12-02 21:00:00,2015-12-03 00:00:00,2015-12-03 03:00:00,2015-12-03 06:00:00
DWPC,-1.0,1.55,1.06,-2.36,-3.29,-1.07,-3.11,-3.82,-3.61
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,0.0,0.0,44.0,96.0,100.0,100.0,52.0,23.0,-9999.0
MCLD,0.0,0.0,44.0,100.0,0.0,56.0,42.0,0.0,0.0
PRCP,0.0,0.0,0.18,0.65,0.09,0.9,0.1,0.0,0.0
PRES,983.4,981.6,980.9,981.2,981.1,981.3,984.7,987.9,990.1
TMPC,3.14,2.74,2.64,2.04,2.04,2.34,0.04,-1.06,-1.26
UWND,0.6,1.6,4.1,7.3,7.3,6.9,5.9,4.5,4.3
VWND,5.7,5.7,2.8,1.4,-0.3,-2.2,-2.6,-3.2,-2.6
WSPD,5.73149195236284,5.920304046246274,4.964876634922564,7.433034373659253,7.306161783043132,7.242237223399964,6.447480127925948,5.52177507691141,5.024937810560445
