,2019-04-25 06:00:00,2019-04-25 09:00:00,2019-04-25 12:00:00,2019-04-25 15:00:00,2019-04-25 18:00:00,2019-04-25 21:00:00,2019-04-26 00:00:00,2019-04-26 03:00:00,2019-04-26 06:00:00
DWPC,9.74,10.32,10.31,11.93,13.15,13.1,13.27,12.46,9.48
HCLD,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
LCLD,58.0,70.0,37.0,55.0,75.0,51.0,27.0,11.0,24.0
MCLD,23.0,0.0,0.0,0.0,32.0,100.0,100.0,47.0,24.0
PRCP,0.0,0.0,0.0,0.01,0.09,0.07,0.32,0.44000000000000006,0.07
PRES,982.7,981.6,981.3,981.3,979.7,977.5,976.6,976.6,978.2
TMPC,11.24,11.44,11.34,14.74,16.74,17.94,16.04,14.84,12.84
UWND,-0.7,-0.1,-0.8,-1.5,-0.9,0.2,0.1,2.0,1.2
VWND,0.3,-1.4,-1.2,-0.2,-0.6,-1.2,-0.4,-4.2,-9.5
WSPD,0.7615773105863908,1.40356688476182,1.4422205101855958,1.5132745950421556,1.0816653826391966,1.2165525060596438,0.4123105625617661,4.651881339845203,9.575489543621256
