,2014-06-10 06:00:00,2014-06-10 09:00:00,2014-06-10 12:00:00,2014-06-10 15:00:00,2014-06-10 18:00:00,2014-06-10 21:00:00,2014-06-11 00:00:00,2014-06-11 03:00:00,2014-06-11 06:00:00
DWPC,15.61,15.93,16.1,18.54,19.71,19.73,19.98,17.89,16.9
HCLD,100.0,99.0,93.0,72.0,96.0,97.0,99.0,91.0,57.0
LCLD,2.0,32.0,100.0,90.0,58.0,11.0,1.0,1.0,1.0
MCLD,98.0,100.0,66.0,3.0,83.0,1.0,1.0,1.0,1.0
PRCP,0.0,11.05,9.51,1.38,0.52,0.69,2.48,3.14,0.45
PRES,982.9,981.3,980.4,980.3,980.2,978.8,978.9,978.8,978.3
TMPC,17.14,16.54,16.54,19.64,22.24,24.04,21.54,18.34,17.24
UWND,-3.8,-3.9,-5.0,-3.4,-2.5,-2.4,-1.7,0.3,0.8
VWND,0.1,-2.2,-0.8,2.8,3.9,2.7,1.5,2.1,2.1
WSPD,3.8013155617496426,4.4777226354476225,5.063595560468865,4.404543109109048,4.632493928760188,3.6124783736376886,2.2671568097509267,2.1213203435596424,2.247220505424423
