,2016-04-24 06:00:00,2016-04-24 09:00:00,2016-04-24 12:00:00,2016-04-24 15:00:00,2016-04-24 18:00:00,2016-04-24 21:00:00,2016-04-25 00:00:00,2016-04-25 03:00:00,2016-04-25 06:00:00
DWPC,8.46,8.18,9.04,10.72,12.89,11.94,12.11,12.36,12.15
HCLD,30.0,44.0,28.0,2.0,40.0,45.0,69.0,98.0,100.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,990.2,989.3,989.5,989.1,986.8,983.9,983.2,983.4,982.4
TMPC,11.94,10.84,11.04,16.74,21.44,22.84,19.74,16.94,16.54
UWND,-2.1,-1.6,-1.1,0.8,0.8,0.1,-0.1,0.1,1.7
VWND,3.4,3.8,4.5,6.4,7.0,7.8,5.7,5.9,6.9
WSPD,3.996248240537617,4.123105625617661,4.632493928760188,6.44980619863884,7.045565981523415,7.800640999302557,5.70087712549569,5.900847396772772,7.1063352017759485
