,2019-09-21 06:00:00,2019-09-21 09:00:00,2019-09-21 12:00:00,2019-09-21 15:00:00,2019-09-21 18:00:00,2019-09-21 21:00:00,2019-09-22 00:00:00,2019-09-22 03:00:00,2019-09-22 06:00:00
DWPC,19.33,19.64,18.64,18.25,19.05,17.89,16.86,15.17,15.93
HCLD,74.0,49.0,41.0,97.0,92.0,100.0,100.0,100.0,100.0
LCLD,0.0,0.0,0.0,3.0,32.0,12.0,6.0,0.0,2.0
MCLD,0.0,33.0,46.0,80.0,57.0,0.0,0.0,65.0,81.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,992.2,992.3,992.9,993.6,992.4,990.9,990.6,990.6,990.0
TMPC,21.04,21.74,20.94,22.34,25.14,25.94,22.24,21.84,22.64
UWND,0.9,3.2,1.4,2.3,2.4,3.0,0.9,1.1,2.2
VWND,4.3,4.3,4.9,6.4,7.7,6.8,4.2,4.2,6.0
WSPD,4.393176527297759,5.360037313302959,5.096076922496364,6.800735254367722,8.065358020571685,7.432361670424818,4.295346318982906,4.341658669218482,6.390618123468183
