,2011-11-28 06:00:00,2011-11-28 09:00:00,2011-11-28 12:00:00,2011-11-28 15:00:00,2011-11-28 18:00:00,2011-11-28 21:00:00,2011-11-29 00:00:00,2011-11-29 03:00:00,2011-11-29 06:00:00
DWPC,0.01,-0.32,-1.21,-0.98,-0.34,0.02,0.08,-0.01,0.31
HCLD,0.0,0.0,0.0,0.0,0.0,94.0,34.0,67.0,99.0
LCLD,98.0,99.0,15.0,0.0,32.0,49.0,1.0,6.0,28.0
MCLD,1.0,0.0,0.0,1.0,1.0,93.0,29.0,68.0,98.0
PRCP,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.07,0.8
PRES,991.0,990.5,990.4,990.7,988.8,986.3,985.7,984.6,982.5
TMPC,2.74,2.24,0.14,2.24,4.24,4.64,2.64,2.44,2.54
UWND,-0.8,-0.5,-0.7,-1.7,-2.3,-1.4,-1.5,-1.1,-0.5
VWND,-5.1,-4.5,-4.3,-6.1,-6.1,-6.7,-6.7,-8.3,-9.2
WSPD,5.162363799656123,4.527692569068709,4.356604182158392,6.332456079595025,6.519202405202648,6.844705983459042,6.865857557508749,8.372574275573792,9.213576938409968
