,2015-07-14 06:00:00,2015-07-14 09:00:00,2015-07-14 12:00:00,2015-07-14 15:00:00,2015-07-14 18:00:00,2015-07-14 21:00:00,2015-07-15 00:00:00,2015-07-15 03:00:00,2015-07-15 06:00:00
DWPC,23.66,18.95,18.32,21.64,22.86,22.73,22.69,17.99,14.97
HCLD,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
PRES,977.3,978.0,978.0,979.0,979.1,978.9,980.2,982.9,983.8
TMPC,25.24,21.44,21.84,27.64,30.44,30.04,27.04,19.74,17.24
UWND,5.0,2.1,3.3,6.5,8.9,5.7,0.7,-3.4,-1.9
VWND,-0.8,-2.2,1.1,2.7,-1.6,-4.3,-5.1,-5.0,-4.6
WSPD,5.063595560468865,3.0413812651491097,3.478505426185217,7.0384657419071095,9.042676594902641,7.1400280111495364,5.1478150704934995,6.04648658313239,4.976946855251721
