,2018-09-13 06:00:00,2018-09-13 09:00:00,2018-09-13 12:00:00,2018-09-13 15:00:00,2018-09-13 18:00:00,2018-09-13 21:00:00,2018-09-14 00:00:00,2018-09-14 03:00:00,2018-09-14 06:00:00
DWPC,14.58,13.63,13.1,15.54,16.73,16.19,15.42,15.54,14.9
HCLD,81.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,993.9,993.8,994.2,994.7,993.7,992.0,991.6,992.8,992.6
TMPC,15.54,14.44,13.94,19.54,24.04,24.84,20.14,17.44,16.14
UWND,-1.6,-1.5,-1.6,-1.7,-0.9,-0.3,-0.7,-1.8,-1.3
VWND,0.2,-0.4,-0.6,-0.2,-0.4,0.3,0.1,-0.1,0.1
WSPD,1.61245154965971,1.5524174696260025,1.7088007490635064,1.7117242768623688,0.9848857801796105,0.4242640687119285,0.7071067811865475,1.8027756377319946,1.3038404810405297
