,2019-05-26 06:00:00,2019-05-26 09:00:00,2019-05-26 12:00:00,2019-05-26 15:00:00,2019-05-26 18:00:00,2019-05-26 21:00:00,2019-05-27 00:00:00,2019-05-27 03:00:00,2019-05-27 06:00:00
DWPC,19.71,19.62,19.78,18.76,17.83,18.86,19.04,17.64,16.79
HCLD,48.0,100.0,100.0,100.0,99.0,100.0,100.0,39.0,69.0
LCLD,2.0,0.0,8.0,33.0,36.0,50.0,42.0,0.0,0.0
MCLD,0.0,34.0,53.0,67.0,72.0,69.0,36.0,0.0,0.0
PRCP,0.0,3.6900000000000004,9.09,5.949999999999999,0.95,5.42,0.64,0.0,0.0
PRES,989.9,989.0,990.4,991.2,990.4,989.9,989.1,990.0,989.8
TMPC,21.24,20.64,20.64,22.84,25.14,22.94,22.64,19.14,18.24
UWND,1.6,0.9,1.5,3.1,0.4,-0.2,-1.9,-1.9,-2.2
VWND,0.4,0.9,2.4,-0.3,-1.5,-2.2,-0.3,-0.4,-0.3
WSPD,1.6492422502470645,1.2727922061357855,2.8301943396169813,3.1144823004794877,1.5524174696260025,2.209072203437452,1.9235384061671343,1.9416487838947598,2.220360331117452
