,2017-01-14 06:00:00,2017-01-14 09:00:00,2017-01-14 12:00:00,2017-01-14 15:00:00,2017-01-14 18:00:00,2017-01-14 21:00:00,2017-01-15 00:00:00,2017-01-15 03:00:00,2017-01-15 06:00:00
DWPC,-3.29,-2.28,-1.76,-1.43,-1.09,-1.19,-2.64,-3.97,-5.08
HCLD,98.0,99.0,93.0,88.0,90.0,97.0,99.0,97.0,87.0
LCLD,85.0,93.0,83.0,84.0,84.0,92.0,26.0,0.0,0.0
MCLD,61.0,79.0,61.0,67.0,23.0,0.0,0.0,50.0,2.0
PRCP,0.0,0.1,0.11,0.11,0.02,0.0,0.0,0.0,0.0
PRES,1007.1,1005.8,1004.7,1005.2,1004.4,1003.2,1003.7,1004.4,1004.0
TMPC,-1.26,-0.86,-0.76,0.24,2.44,2.54,-0.66,-1.66,-1.96
UWND,-2.6,-2.0,-1.4,0.1,0.2,0.5,-0.5,-0.1,-0.8
VWND,-0.4,-0.5,-0.9,-1.2,-2.3,-2.3,-2.5,-2.6,-2.6
WSPD,2.6305892875931813,2.0615528128088303,1.6643316977093237,1.2041594578792296,2.308679276123039,2.3537204591879637,2.5495097567963922,2.6019223662515376,2.7202941017470885
