,2010-06-26 06:00:00,2010-06-26 09:00:00,2010-06-26 12:00:00,2010-06-26 15:00:00,2010-06-26 18:00:00,2010-06-26 21:00:00,2010-06-27 00:00:00,2010-06-27 03:00:00,2010-06-27 06:00:00
DWPC,15.12,14.42,18.14,23.66,24.1,24.25,25.84,22.32,20.89
HCLD,-9999.0,1.0,67.0,87.0,7.0,2.0,2.0,1.0,1.0
LCLD,0.0,1.0,1.0,5.0,1.0,1.0,-9999.0,1.0,1.0
MCLD,3.0,1.0,1.0,1.0,1.0,1.0,-9999.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,987.2,985.4,985.8,985.8,984.5,981.5,982.6,982.4,980.4
TMPC,19.64,20.04,21.34,28.14,32.04,32.54,30.54,25.54,25.24
UWND,-0.5,0.4,1.0,3.2,4.4,3.6,1.8,0.8,0.5
VWND,2.5,4.0,3.7,2.6,2.7,2.4,1.0,2.0,3.7
WSPD,2.5495097567963922,4.019950248448356,3.83275357934736,4.123105625617661,5.162363799656124,4.326661530556787,2.0591260281974,2.154065922853802,3.733630940518894
