,2018-03-07 06:00:00,2018-03-07 09:00:00,2018-03-07 12:00:00,2018-03-07 15:00:00,2018-03-07 18:00:00,2018-03-07 21:00:00,2018-03-08 00:00:00,2018-03-08 03:00:00,2018-03-08 06:00:00
DWPC,-0.68,-3.44,-5.28,-5.66,-6.38,-7.0,-6.06,-5.94,-8.03
HCLD,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
LCLD,52.0,94.0,93.0,84.0,73.0,11.0,39.0,100.0,92.0
MCLD,66.0,0.0,0.0,0.0,0.0,21.0,11.0,0.0,0.0
PRCP,0.0,0.26,0.06,0.03,0.01,0.0,0.05,0.22000000000000003,0.09
PRES,979.9,982.7,985.5,987.4,988.6,987.9,988.7,989.8,989.3
TMPC,1.14,-0.46,-1.26,-0.76,0.64,1.34,-0.56,-1.56,-2.86
UWND,4.2,5.4,5.0,4.7,5.9,6.0,5.3,4.1,4.3
VWND,-3.1,-6.1,-6.7,-5.0,-3.9,-4.0,-3.3,-3.8,-4.3
WSPD,5.220153254455275,8.146778504415105,8.360023923410745,6.862215385719105,7.07248188403477,7.211102550927978,6.243396511515186,5.5901699437494745,6.081118318204308
