,2011-11-16 06:00:00,2011-11-16 09:00:00,2011-11-16 12:00:00,2011-11-16 15:00:00,2011-11-16 18:00:00,2011-11-16 21:00:00,2011-11-17 00:00:00,2011-11-17 03:00:00,2011-11-17 06:00:00
DWPC,6.12,-0.44,-3.19,-5.83,-6.24,-6.34,-5.22,-4.76,-5.71
HCLD,93.0,96.0,100.0,100.0,44.0,58.0,78.0,26.0,0.0
LCLD,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,1.0,1.0,2.0,0.0,4.0,72.0,95.0,29.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,984.4,987.0,988.3,990.3,990.9,991.3,993.4,994.7,995.0
TMPC,9.44,5.74,4.04,4.14,6.04,5.74,3.74,2.54,0.24
UWND,2.7,1.5,-0.3,1.4,2.3,2.8,1.9,2.3,2.1
VWND,-5.0,-5.0,-3.1,-5.0,-5.1,-5.4,-3.0,-2.2,-2.0
WSPD,5.682429058070149,5.220153254455275,3.1144823004794877,5.192301994298868,5.594640292279745,6.082762530298219,3.5510561809129406,3.1827660925679098,2.9
