,2017-09-15 06:00:00,2017-09-15 09:00:00,2017-09-15 12:00:00,2017-09-15 15:00:00,2017-09-15 18:00:00,2017-09-15 21:00:00,2017-09-16 00:00:00,2017-09-16 03:00:00,2017-09-16 06:00:00
DWPC,15.1,14.64,14.5,17.37,17.28,16.77,17.31,16.71,16.52
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,987.4,987.8,989.0,990.4,989.3,987.7,988.1,989.8,990.1
TMPC,16.44,15.64,15.34,22.94,27.94,28.84,23.44,20.44,19.04
UWND,-1.5,-1.0,-1.6,-1.2,-0.4,-0.3,-1.3,-2.1,-1.5
VWND,2.4,2.8,2.5,3.5,4.0,4.0,2.6,2.9,3.5
WSPD,2.8301943396169813,2.973213749463701,2.968164415931166,3.6999999999999997,4.019950248448356,4.011234224026316,2.906888370749727,3.5805027579936315,3.8078865529319543
