,2012-05-15 06:00:00,2012-05-15 09:00:00,2012-05-15 12:00:00,2012-05-15 15:00:00,2012-05-15 18:00:00,2012-05-15 21:00:00,2012-05-16 00:00:00,2012-05-16 03:00:00,2012-05-16 06:00:00
DWPC,6.23,4.91,7.39,10.55,9.66,10.76,14.02,13.8,14.53
HCLD,0.0,0.0,4.0,0.0,0.0,0.0,0.0,51.0,93.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13
PRES,990.2,989.4,989.6,990.0,989.2,987.2,986.4,987.5,987.8
TMPC,12.24,11.74,14.24,20.64,23.84,24.34,21.34,17.54,16.84
UWND,-0.8,1.2,2.2,2.4,3.2,3.5,2.9,3.0,2.8
VWND,0.0,0.3,-0.5,-0.2,0.2,0.4,0.7,0.5,0.4
WSPD,0.8,1.2369316876852983,2.2561028345356955,2.4083189157584592,3.2062439083762797,3.5227829907617076,2.9832867780352594,3.0413812651491097,2.82842712474619
