,2010-06-15 06:00:00,2010-06-15 09:00:00,2010-06-15 12:00:00,2010-06-15 15:00:00,2010-06-15 18:00:00,2010-06-15 21:00:00,2010-06-16 00:00:00,2010-06-16 03:00:00,2010-06-16 06:00:00
DWPC,20.68,19.61,20.25,22.25,22.87,24.01,23.1,22.16,20.67
HCLD,37.0,24.0,34.0,100.0,100.0,100.0,100.0,100.0,52.0
LCLD,12.0,12.0,50.0,23.0,3.0,6.0,12.0,13.0,3.0
MCLD,4.0,11.0,3.0,49.0,61.0,24.0,32.0,9.0,31.0
PRCP,0.0,0.0,0.0,0.0,1.6,6.3,3.19,1.43,0.0
PRES,984.8,985.1,986.5,987.1,986.0,984.0,985.1,986.4,987.3
TMPC,21.34,20.14,21.34,26.34,27.14,27.14,24.94,22.84,21.14
UWND,2.6,1.9,0.9,0.6,-0.2,1.8,3.8,2.6,2.1
VWND,0.7,0.5,0.9,-0.1,1.9,5.9,1.9,-0.3,-1.2
WSPD,2.6925824035672523,1.96468827043885,1.2727922061357855,0.6082762530298219,1.91049731745428,6.168468205316454,4.2485291572496005,2.6172504656604803,2.4186773244895647
