,2014-06-12 06:00:00,2014-06-12 09:00:00,2014-06-12 12:00:00,2014-06-12 15:00:00,2014-06-12 18:00:00,2014-06-12 21:00:00,2014-06-13 00:00:00,2014-06-13 03:00:00,2014-06-13 06:00:00
DWPC,14.92,13.01,15.54,18.12,18.7,19.05,20.15,17.97,14.9
HCLD,26.0,0.0,74.0,98.0,96.0,98.0,100.0,99.0,99.0
LCLD,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,2.0,88.0,36.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.04,2.07,5.2,0.21
PRES,980.5,980.7,982.1,982.9,982.6,981.2,981.6,983.9,984.7
TMPC,15.44,13.34,16.84,22.44,25.74,26.44,21.84,18.54,15.74
UWND,1.9,0.3,1.2,1.8,3.3,3.1,3.0,1.0,0.2
VWND,-1.1,-0.8,0.2,0.7,1.2,0.3,-2.4,-4.0,-3.9
WSPD,2.195449840010015,0.8544003745317532,1.2165525060596438,1.9313207915827966,3.5114099732158874,3.1144823004794877,3.8418745424597094,4.123105625617661,3.905124837953327
