,2014-11-05 06:00:00,2014-11-05 09:00:00,2014-11-05 12:00:00,2014-11-05 15:00:00,2014-11-05 18:00:00,2014-11-05 21:00:00,2014-11-06 00:00:00,2014-11-06 03:00:00,2014-11-06 06:00:00
DWPC,4.31,3.74,3.26,4.06,4.99,5.0,5.5,4.75,4.52
HCLD,100.0,100.0,100.0,100.0,88.0,40.0,2.0,9.0,3.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,24.0,65.0,1.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,993.8,993.8,994.0,994.7,993.2,990.7,989.9,989.1,985.7
TMPC,6.84,6.44,5.94,8.84,13.04,13.04,8.64,7.54,7.04
UWND,3.1,2.9,2.4,1.3,1.2,1.5,0.9,2.7,3.8
VWND,0.5,0.2,0.0,1.4,4.0,4.1,4.8,4.6,4.0
WSPD,3.1400636936215167,2.9068883707497264,2.4,1.91049731745428,4.17612260356422,4.365775990588615,4.8836461788299115,5.333854141237834,5.517245689653488
