,2017-04-04 06:00:00,2017-04-04 09:00:00,2017-04-04 12:00:00,2017-04-04 15:00:00,2017-04-04 18:00:00,2017-04-04 21:00:00,2017-04-05 00:00:00,2017-04-05 03:00:00,2017-04-05 06:00:00
DWPC,11.35,8.49,7.68,7.39,7.73,8.05,8.33,7.55,3.4
HCLD,17.0,0.0,0.0,0.0,46.0,96.0,88.0,60.0,100.0
LCLD,46.0,98.0,94.0,97.0,99.0,96.0,72.0,58.0,0.0
MCLD,26.0,4.0,0.0,0.0,0.0,10.0,70.0,34.0,92.0
PRCP,0.0,0.15,0.02,0.04,0.04,0.05,0.01,0.05,0.37
PRES,970.0,972.8,975.8,979.6,982.1,983.1,983.8,985.6,983.7
TMPC,12.74,10.34,9.44,10.04,11.14,12.34,11.34,9.04,6.94
UWND,8.0,8.4,7.0,6.7,5.4,3.3,-1.1,-5.7,-7.5
VWND,1.9,0.0,-0.1,-0.5,-1.1,-1.7,-1.5,-2.0,-1.5
WSPD,8.222530024268686,8.4,7.000714249274855,6.71863081289633,5.510898293381942,3.712142238654117,1.8601075237738274,6.040695324215583,7.648529270389178
