,2017-06-27 06:00:00,2017-06-27 09:00:00,2017-06-27 12:00:00,2017-06-27 15:00:00,2017-06-27 18:00:00,2017-06-27 21:00:00,2017-06-28 00:00:00,2017-06-28 03:00:00,2017-06-28 06:00:00
DWPC,10.16,8.15,9.62,11.24,11.21,10.42,13.92,8.83,9.1
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,993.0,992.8,993.7,994.3,993.3,992.1,990.8,991.3,990.9
TMPC,11.34,9.44,12.74,18.14,21.54,21.74,20.54,14.54,13.04
UWND,1.5,0.6,0.1,0.0,0.3,1.0,-0.1,-0.7,-1.2
VWND,-2.1,-1.9,-1.2,0.0,0.3,0.9,1.6,3.0,3.3
WSPD,2.5806975801127883,1.9924858845171274,1.2041594578792296,0.0,0.4242640687119285,1.3453624047073711,1.6031219541881399,3.0805843601498726,3.5114099732158874
