,2013-06-28 06:00:00,2013-06-28 09:00:00,2013-06-28 12:00:00,2013-06-28 15:00:00,2013-06-28 18:00:00,2013-06-28 21:00:00,2013-06-29 00:00:00,2013-06-29 03:00:00,2013-06-29 06:00:00
DWPC,20.77,18.61,18.12,18.79,17.78,17.83,18.81,17.57,16.19
HCLD,6.0,1.0,-9999.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,37.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.12,0.29,0.25,0.52,0.47
PRES,981.0,980.3,980.4,979.4,979.0,977.2,977.2,977.4,976.5
TMPC,21.54,19.24,18.94,23.74,26.24,25.24,21.74,18.04,16.54
UWND,3.0,2.8,3.1,4.2,4.8,5.1,3.4,3.3,3.3
VWND,-1.8,-1.7,-1.0,-1.6,-2.2,-2.4,-2.0,-0.9,-1.9
WSPD,3.4985711369071804,3.27566787083184,3.2572994949804666,4.494441010848846,5.280151512977634,5.63648826841678,3.944616584663204,3.420526275297414,3.807886552931954
