,2018-03-28 06:00:00,2018-03-28 09:00:00,2018-03-28 12:00:00,2018-03-28 15:00:00,2018-03-28 18:00:00,2018-03-28 21:00:00,2018-03-29 00:00:00,2018-03-29 03:00:00,2018-03-29 06:00:00
DWPC,4.67,4.36,3.77,4.4,5.5,5.19,6.24,5.95,6.12
HCLD,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,100.0
LCLD,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,68.0,34.0,29.0,0.0,0.0,0.0,0.0,77.0,75.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,989.1,987.9,987.8,988.3,987.0,986.3,985.8,986.0,986.2
TMPC,6.54,5.54,4.94,9.34,13.54,15.04,12.74,11.24,10.74
UWND,-0.1,-0.9,-1.1,-1.8,-0.2,2.2,1.3,0.3,-0.7
VWND,-2.9,-2.1,-2.2,-1.6,-0.7,0.3,0.2,-1.4,-0.8
WSPD,2.9017236257093817,2.2847319317591728,2.459674775249769,2.4083189157584592,0.7280109889280517,2.220360331117452,1.3152946437965907,1.4317821063276353,1.063014581273465
