,2011-08-20 06:00:00,2011-08-20 09:00:00,2011-08-20 12:00:00,2011-08-20 15:00:00,2011-08-20 18:00:00,2011-08-20 21:00:00,2011-08-21 00:00:00,2011-08-21 03:00:00,2011-08-21 06:00:00
DWPC,13.6,16.65,17.0,20.1,21.41,22.02,22.42,20.89,20.45
HCLD,0.0,2.0,98.0,99.0,89.0,96.0,56.0,84.0,100.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,28.0,79.0,79.0,63.0,59.0
PRCP,0.0,0.0,0.0,0.0,0.0,4.17,0.04,3.03,0.28
PRES,986.7,986.4,987.2,988.4,986.9,986.2,986.0,987.2,985.9
TMPC,14.54,17.74,18.24,23.54,26.74,22.84,23.44,21.64,20.94
UWND,-0.4,-0.8,-1.0,-0.3,-3.3,-2.2,-1.2,-0.2,0.5
VWND,0.9,2.2,1.6,1.4,3.0,0.9,-0.4,2.2,2.1
WSPD,0.9848857801796105,2.340939982143925,1.886796226411321,1.4317821063276353,4.459820624195552,2.3769728648009427,1.2649110640673518,2.209072203437452,2.1587033144922905
