,2019-06-05 06:00:00,2019-06-05 09:00:00,2019-06-05 12:00:00,2019-06-05 15:00:00,2019-06-05 18:00:00,2019-06-05 21:00:00,2019-06-06 00:00:00,2019-06-06 03:00:00,2019-06-06 06:00:00
DWPC,19.66,19.09,19.4,20.89,20.71,20.76,21.76,19.56,19.12
HCLD,100.0,100.0,100.0,100.0,67.0,14.0,31.0,98.0,99.0
LCLD,0.0,0.0,0.0,0.0,0.0,11.0,8.0,3.0,1.0
MCLD,17.0,99.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.01,0.0,1.55,1.9300000000000002,2.57,0.05,0.06999999999999999,0.0
PRES,982.9,980.6,981.4,981.2,980.8,980.7,980.3,982.2,982.6
TMPC,20.54,20.34,20.74,25.24,28.74,29.64,28.24,23.74,21.74
UWND,2.2,2.2,3.1,2.6,4.0,3.0,1.3,1.2,-1.6
VWND,2.3,2.3,1.7,1.8,-0.3,-0.9,-1.4,-1.0,-2.0
WSPD,3.1827660925679098,3.1827660925679098,3.5355339059327378,3.1622776601683795,4.011234224026316,3.132091952673165,1.91049731745428,1.5620499351813308,2.5612496949731396
