,2015-03-08 06:00:00,2015-03-08 09:00:00,2015-03-08 12:00:00,2015-03-08 15:00:00,2015-03-08 18:00:00,2015-03-08 21:00:00,2015-03-09 00:00:00,2015-03-09 03:00:00,2015-03-09 06:00:00
DWPC,-2.07,-5.85,-6.71,-2.59,-0.52,0.16,-0.48,0.73,-0.58
HCLD,0.0,0.0,0.0,10.0,60.0,52.0,72.0,69.0,11.0
LCLD,99.0,67.0,1.0,0.0,0.0,1.0,29.0,100.0,96.0
MCLD,0.0,0.0,0.0,19.0,53.0,51.0,1.0,3.0,-9999.0
PRCP,0.0,0.01,0.0,0.0,0.0,0.0,0.05,0.07,0.03
PRES,996.4,996.8,996.9,997.8,997.0,994.2,994.7,995.7,995.4
TMPC,-1.16,-5.06,-6.06,-0.96,0.64,1.24,-0.26,1.14,-0.46
UWND,1.7,1.3,0.1,-1.2,-0.9,-0.4,0.3,0.9,1.0
VWND,-2.3,-0.3,-0.1,2.0,2.9,3.6,1.9,1.9,-0.6
WSPD,2.8600699292150185,1.3341664064126335,0.14142135623730953,2.33238075793812,3.0364452901377956,3.622154055254967,1.9235384061671343,2.1023796041628637,1.16619037896906
