,2014-10-29 06:00:00,2014-10-29 09:00:00,2014-10-29 12:00:00,2014-10-29 15:00:00,2014-10-29 18:00:00,2014-10-29 21:00:00,2014-10-30 00:00:00,2014-10-30 03:00:00,2014-10-30 06:00:00
DWPC,2.54,2.29,1.97,1.05,1.21,1.4,1.57,1.52,1.2
HCLD,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,990.4,990.3,991.1,992.0,991.8,991.4,992.2,992.8,993.0
TMPC,8.04,6.54,5.34,8.84,11.14,11.04,7.34,5.64,4.14
UWND,3.8,3.6,3.3,4.7,5.0,4.3,2.2,0.1,-0.3
VWND,-0.3,-0.5,-0.6,-1.6,-2.1,-2.3,-1.9,-2.1,-1.1
WSPD,3.8118237105091834,3.6345563690772495,3.3541019662496843,4.964876634922565,5.423098745182499,4.876474136094643,2.906888370749727,2.1023796041628637,1.140175425099138
