,2013-07-06 06:00:00,2013-07-06 09:00:00,2013-07-06 12:00:00,2013-07-06 15:00:00,2013-07-06 18:00:00,2013-07-06 21:00:00,2013-07-07 00:00:00,2013-07-07 03:00:00,2013-07-07 06:00:00
DWPC,17.35,17.98,18.71,20.49,19.56,20.0,21.21,19.13,17.74
HCLD,98.0,99.0,99.0,98.0,98.0,100.0,44.0,6.0,0.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,5.0,13.0,10.0,28.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.04,0.0,0.0,0.38,0.0,0.0,0.0,0.0
PRES,990.0,989.6,990.4,990.7,990.3,989.0,988.8,990.0,989.7
TMPC,17.94,18.44,19.44,23.64,26.34,27.04,24.24,19.74,18.34
UWND,-0.4,-0.6,-0.1,0.7,1.6,0.1,-0.7,0.2,-0.1
VWND,1.3,1.5,1.7,1.4,1.1,1.6,2.6,2.5,2.0
WSPD,1.3601470508735443,1.6155494421403511,1.70293863659264,1.5652475842498528,1.94164878389476,1.6031219541881399,2.6925824035672523,2.5079872407968904,2.0024984394500787
