,2017-12-25 06:00:00,2017-12-25 09:00:00,2017-12-25 12:00:00,2017-12-25 15:00:00,2017-12-25 18:00:00,2017-12-25 21:00:00,2017-12-26 00:00:00,2017-12-26 03:00:00,2017-12-26 06:00:00
DWPC,-10.76,-12.06,-11.73,-12.44,-12.59,-11.38,-12.24,-11.43,-13.42
HCLD,0.0,0.0,0.0,2.0,37.0,92.0,96.0,33.0,17.0
LCLD,34.0,0.0,2.0,13.0,7.0,2.0,3.0,67.0,83.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,38.0,84.0,70.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.19
PRES,994.7,996.0,996.7,999.1,999.9,1000.2,1001.6,1002.4,1003.9
TMPC,-8.56,-9.96,-9.86,-9.16,-7.46,-6.96,-9.36,-9.06,-10.96
UWND,5.8,5.5,6.1,6.8,5.5,4.7,2.7,2.2,1.1
VWND,-0.8,0.8,0.6,-2.7,-2.5,0.2,0.1,-0.5,-3.7
WSPD,5.854912467321779,5.5578772926361015,6.129437168288781,7.316419889536138,6.041522986797286,4.70425339453563,2.701851217221259,2.2561028345356955,3.8600518131237567
