,2011-04-04 06:00:00,2011-04-04 09:00:00,2011-04-04 12:00:00,2011-04-04 15:00:00,2011-04-04 18:00:00,2011-04-04 21:00:00,2011-04-05 00:00:00,2011-04-05 03:00:00,2011-04-05 06:00:00
DWPC,16.44,16.58,13.82,7.54,5.5,4.12,3.97,2.99,1.18
HCLD,98.0,99.0,99.0,87.0,91.0,94.0,66.0,30.0,0.0
LCLD,16.0,38.0,78.0,98.0,98.0,99.0,99.0,56.0,20.0
MCLD,0.0,31.0,39.0,14.0,12.0,14.0,18.0,98.0,26.0
PRCP,0.0,0.26,1.78,1.97,2.05,0.37,0.2,0.42,0.01
PRES,969.5,968.1,968.6,970.4,973.2,973.0,975.3,978.9,982.6
TMPC,16.84,16.84,14.34,9.34,7.34,6.84,5.84,4.34,2.14
UWND,3.3,4.6,4.5,4.2,4.9,5.6,4.4,4.9,3.8
VWND,6.7,3.9,-2.0,-4.4,-5.3,-5.7,-3.9,-4.7,-4.0
WSPD,7.468600939935136,6.0307545133258404,4.924428900898052,6.082762530298219,7.218032973047436,7.99061950038919,5.87962583843564,6.789698078707183,5.517245689653488
