,2015-11-19 06:00:00,2015-11-19 09:00:00,2015-11-19 12:00:00,2015-11-19 15:00:00,2015-11-19 18:00:00,2015-11-19 21:00:00,2015-11-20 00:00:00,2015-11-20 03:00:00,2015-11-20 06:00:00
DWPC,4.22,3.93,2.11,-3.5,-8.51,-9.82,-7.16,-6.42,-5.45
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,979.6,980.5,983.5,988.3,989.9,990.5,992.4,994.1,995.1
TMPC,8.14,7.44,6.64,5.24,6.84,7.34,4.94,3.74,2.54
UWND,3.6,6.1,6.7,9.2,8.4,10.0,6.2,5.5,5.4
VWND,5.8,5.5,0.1,-2.8,0.0,1.3,2.0,2.6,1.7
WSPD,6.826419266350405,8.213403679352428,6.700746227100382,9.616652224137045,8.4,10.084145972763386,6.514598989960933,6.0835844697020525,5.661271941887265
