,2015-01-10 06:00:00,2015-01-10 09:00:00,2015-01-10 12:00:00,2015-01-10 15:00:00,2015-01-10 18:00:00,2015-01-10 21:00:00,2015-01-11 00:00:00,2015-01-11 03:00:00,2015-01-11 06:00:00
DWPC,-18.11,-17.99,-18.12,-16.66,-14.07,-12.93,-13.46,-13.55,-13.47
HCLD,0.0,0.0,0.0,0.0,0.0,7.0,35.0,81.0,47.0
LCLD,-9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,38.0,61.0,1.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,1004.8,1004.5,1004.0,1004.3,1003.2,1000.4,1000.5,1000.5,1000.1
TMPC,-15.86,-15.86,-15.76,-13.36,-9.26,-7.26,-8.56,-8.06,-8.26
UWND,3.8,3.3,2.5,2.6,2.3,1.7,0.7,1.6,1.9
VWND,0.2,0.5,1.6,4.2,5.1,5.3,5.3,5.6,4.7
WSPD,3.8052595180880893,3.337663853655727,2.968164415931166,4.9396356140913875,5.594640292279745,5.565968020030298,5.346026561849464,5.824087911424414,5.06951674225463
