,2016-12-06 06:00:00,2016-12-06 09:00:00,2016-12-06 12:00:00,2016-12-06 15:00:00,2016-12-06 18:00:00,2016-12-06 21:00:00,2016-12-07 00:00:00,2016-12-07 03:00:00,2016-12-07 06:00:00
DWPC,-0.3,0.62,1.0,1.47,1.77,0.93,-3.64,-5.58,-6.08
HCLD,95.0,0.0,66.0,100.0,54.0,0.0,6.0,11.0,9.0
LCLD,0.0,0.0,18.0,32.0,68.0,99.0,7.0,0.0,0.0
MCLD,30.0,91.0,99.0,100.0,24.0,0.0,0.0,0.0,22.0
PRCP,0.0,0.0,1.09,0.2,0.04,0.12,0.0,0.0,0.0
PRES,983.8,980.7,979.3,980.8,981.9,983.8,987.5,989.8,991.3
TMPC,0.34,0.94,1.24,1.64,2.74,3.04,-1.26,-2.16,-2.46
UWND,-3.0,-2.8,-2.7,1.8,5.4,5.6,5.1,4.2,3.5
VWND,0.5,-0.8,-0.7,-2.4,-3.0,-3.0,-2.6,-1.7,-0.8
WSPD,3.0413812651491097,2.912043955712207,2.7892651361962706,3.0,6.177378084592201,6.352952069707436,5.724508712544684,4.531004303683677,3.5902646142032486
