,2014-10-22 06:00:00,2014-10-22 09:00:00,2014-10-22 12:00:00,2014-10-22 15:00:00,2014-10-22 18:00:00,2014-10-22 21:00:00,2014-10-23 00:00:00,2014-10-23 03:00:00,2014-10-23 06:00:00
DWPC,4.74,4.22,3.52,3.48,2.88,2.74,1.88,1.05,0.22
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,995.9,996.8,997.8,999.2,998.2,996.3,996.2,996.5,996.1
TMPC,6.04,5.14,4.24,8.34,12.54,13.34,8.34,6.34,4.94
UWND,-1.7,-1.8,-2.2,-1.9,-1.5,-1.5,-2.3,-2.1,-1.7
VWND,-2.0,-1.7,-1.1,-0.6,-0.5,-0.8,0.0,0.7,1.5
WSPD,2.6248809496813372,2.4758836806279896,2.459674775249769,1.9924858845171274,1.5811388300841898,1.7,2.3,2.2135943621178655,2.2671568097509267
