,2016-02-16 06:00:00,2016-02-16 09:00:00,2016-02-16 12:00:00,2016-02-16 15:00:00,2016-02-16 18:00:00,2016-02-16 21:00:00,2016-02-17 00:00:00,2016-02-17 03:00:00,2016-02-17 06:00:00
DWPC,-7.53,-7.38,-4.34,-2.92,-1.31,-1.72,-5.86,-4.87,-5.21
HCLD,1.0,10.0,84.0,100.0,100.0,91.0,57.0,0.0,14.0
LCLD,1.0,0.0,58.0,92.0,72.0,34.0,0.0,0.0,24.0
MCLD,0.0,0.0,0.0,1.0,1.0,0.0,24.0,46.0,28.0
PRCP,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
PRES,981.7,980.4,979.9,980.0,980.4,981.3,983.8,986.4,987.0
TMPC,-7.06,-6.76,-3.66,-1.66,-0.46,-0.26,-4.76,-3.66,-4.36
UWND,-1.6,-0.6,0.0,-3.1,-3.6,-1.9,1.0,2.9,3.0
VWND,0.2,1.8,0.7,-1.1,-1.5,-3.4,-1.6,-1.9,-0.2
WSPD,1.61245154965971,1.8973665961010275,0.7,3.2893768406797057,3.9,3.894868418830089,1.886796226411321,3.4669871646719432,3.0066592756745814
