,2013-07-11 06:00:00,2013-07-11 09:00:00,2013-07-11 12:00:00,2013-07-11 15:00:00,2013-07-11 18:00:00,2013-07-11 21:00:00,2013-07-12 00:00:00,2013-07-12 03:00:00,2013-07-12 06:00:00
DWPC,17.93,15.69,15.35,16.94,16.26,17.14,18.92,15.37,13.7
HCLD,-9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,988.3,989.0,989.6,991.0,991.3,990.5,990.1,991.0,991.5
TMPC,18.24,16.04,16.14,21.64,23.84,24.24,22.04,16.64,14.54
UWND,-1.1,-0.9,-1.1,-1.6,-2.1,-2.0,-1.4,-2.1,-1.9
VWND,-2.6,-2.5,-2.3,-2.5,-2.7,-2.8,-1.8,-1.3,-0.9
WSPD,2.823118842698621,2.6570660511172846,2.5495097567963922,2.968164415931166,3.420526275297414,3.4409301068170506,2.280350850198276,2.4698178070456938,2.1023796041628637
