,2014-10-01 06:00:00,2014-10-01 09:00:00,2014-10-01 12:00:00,2014-10-01 15:00:00,2014-10-01 18:00:00,2014-10-01 21:00:00,2014-10-02 00:00:00,2014-10-02 03:00:00,2014-10-02 06:00:00
DWPC,9.19,8.77,8.07,9.3,12.52,14.37,14.92,14.59,13.93
HCLD,65.0,51.0,1.0,2.0,0.0,8.0,54.0,66.0,90.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,987.7,987.4,987.7,988.4,987.5,985.1,986.0,986.7,986.1
TMPC,11.54,10.34,9.54,15.74,22.34,24.34,19.44,17.24,16.94
UWND,-3.3,-2.9,-2.6,-2.3,-2.0,-1.5,-2.5,-2.5,-1.8
VWND,-0.2,0.5,1.0,1.5,2.3,3.1,2.1,2.6,3.3
WSPD,3.3060550509633075,2.9427877939124323,2.785677655436824,2.745906043549196,3.047950130825634,3.443835071544513,3.2649655434629015,3.606937759374287,3.7589892258425004
