,2014-05-15 06:00:00,2014-05-15 09:00:00,2014-05-15 12:00:00,2014-05-15 15:00:00,2014-05-15 18:00:00,2014-05-15 21:00:00,2014-05-16 00:00:00,2014-05-16 03:00:00,2014-05-16 06:00:00
DWPC,6.27,5.77,5.69,5.31,6.44,6.32,7.34,5.75,6.53
HCLD,94.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0
LCLD,100.0,100.0,100.0,99.0,63.0,70.0,18.0,0.0,46.0
MCLD,2.0,1.0,1.0,13.0,33.0,0.0,0.0,25.0,81.0
PRCP,0.0,1.12,0.93,1.48,0.09,0.1,0.09,0.06,1.15
PRES,984.6,983.1,984.6,987.4,988.2,988.0,988.2,988.8,988.5
TMPC,7.64,6.94,6.84,7.44,12.44,12.84,12.04,8.14,7.64
UWND,2.5,3.2,4.2,2.2,2.5,1.2,-0.2,-2.4,-1.2
VWND,-5.2,-5.0,-4.3,-6.1,-4.3,-2.8,-1.3,0.1,2.2
WSPD,5.769748694700663,5.936328831862332,6.010823570859487,6.48459713474939,4.973932046178355,3.046309242345563,1.3152946437965907,2.4020824298928627,2.505992817228334
