,2010-05-10 06:00:00,2010-05-10 09:00:00,2010-05-10 12:00:00,2010-05-10 15:00:00,2010-05-10 18:00:00,2010-05-10 21:00:00,2010-05-11 00:00:00,2010-05-11 03:00:00,2010-05-11 06:00:00
DWPC,3.55,3.16,2.75,4.23,5.69,6.38,7.11,7.06,8.33
HCLD,7.0,9.0,5.0,22.0,44.0,99.0,101.0,62.0,34.0
LCLD,2.0,14.0,12.0,4.0,24.0,91.0,91.0,100.0,100.0
MCLD,64.0,96.0,20.0,24.0,6.0,72.0,100.0,75.0,15.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.33,2.23,1.63,3.18
PRES,1000.0,999.1,999.1,997.4,996.7,992.5,992.2,990.2,985.4
TMPC,6.54,7.44,7.04,12.14,14.54,11.04,9.24,8.54,9.14
UWND,-3.4,-2.9,-3.2,-5.2,-3.9,-4.8,-4.6,-6.5,-5.9
VWND,0.8,0.9,1.8,2.9,5.0,2.8,1.9,4.4,5.4
WSPD,3.492849839314596,3.0364452901377956,3.6715119501371642,5.953990258641679,6.341135544995076,5.556977595779922,4.976946855251721,7.849203781276162,7.998124780221924
