,2015-11-26 06:00:00,2015-11-26 09:00:00,2015-11-26 12:00:00,2015-11-26 15:00:00,2015-11-26 18:00:00,2015-11-26 21:00:00,2015-11-27 00:00:00,2015-11-27 03:00:00,2015-11-27 06:00:00
DWPC,8.87,9.78,9.74,9.5,10.81,10.17,10.58,10.7,11.0
HCLD,93.0,93.0,93.0,78.0,64.0,77.0,75.0,97.0,99.0
LCLD,99.0,95.0,79.0,97.0,83.0,96.0,92.0,64.0,62.0
MCLD,2.0,58.0,80.0,65.0,45.0,48.0,34.0,11.0,33.0
PRCP,0.0,0.02,0.02,0.01,0.01,0.02,0.17,0.09,0.19
PRES,998.4,998.4,999.4,1000.3,998.9,997.5,997.8,997.5,997.1
TMPC,11.34,11.94,11.84,12.34,15.04,13.04,13.34,13.14,13.24
UWND,1.8,2.5,2.9,2.5,2.9,2.3,0.8,1.1,2.1
VWND,8.7,10.7,9.8,10.2,11.2,11.1,10.0,8.7,7.8
WSPD,8.884255736976508,10.988175462741754,10.220078277586724,10.501904589168575,11.569356075426152,11.335784048754634,10.031948963187562,8.7692645073575,8.077747210701755
