,2010-03-01 06:00:00,2010-03-01 09:00:00,2010-03-01 12:00:00,2010-03-01 15:00:00,2010-03-01 18:00:00,2010-03-01 21:00:00,2010-03-02 00:00:00,2010-03-02 03:00:00,2010-03-02 06:00:00
DWPC,-1.15,-1.54,-1.97,-1.95,-1.39,-1.0,-1.49,-2.16,-3.18
HCLD,40.0,90.0,100.0,95.0,83.0,91.0,95.0,42.0,2.0
LCLD,100.0,100.0,94.0,99.0,101.0,100.0,100.0,100.0,70.0
MCLD,0.0,2.0,2.0,6.0,38.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.06,0.02,0.05,0.1,0.07,0.12,0.14,0.02
PRES,991.7,991.3,992.3,993.3,993.8,992.0,992.7,993.2,992.1
TMPC,-0.16,-0.36,-1.16,-0.16,1.54,1.94,-0.16,-0.76,-1.76
UWND,0.5,0.1,0.4,-0.1,-0.5,-0.1,-0.4,-1.2,-1.0
VWND,-2.6,-3.8,-3.4,-5.1,-4.1,-5.0,-4.0,-4.2,-5.0
WSPD,2.6476404589747453,3.8013155617496426,3.4234485537247377,5.10098029794274,4.1303752856126765,5.000999900019995,4.019950248448356,4.368065933568311,5.0990195135927845
