,2016-12-15 06:00:00,2016-12-15 09:00:00,2016-12-15 12:00:00,2016-12-15 15:00:00,2016-12-15 18:00:00,2016-12-15 21:00:00,2016-12-16 00:00:00,2016-12-16 03:00:00,2016-12-16 06:00:00
DWPC,-18.3,-19.36,-20.83,-21.79,-23.43,-24.45,-22.69,-21.48,-19.08
HCLD,0.0,38.0,0.0,0.0,2.0,62.0,50.0,45.0,73.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,63.0
MCLD,0.0,0.0,0.0,0.0,0.0,14.0,22.0,95.0,63.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,1000.0,1001.4,1002.8,1004.7,1004.6,1003.2,1002.8,1002.4,1001.1
TMPC,-11.16,-12.26,-13.56,-13.46,-10.26,-9.06,-10.16,-9.46,-9.46
UWND,4.7,4.7,4.0,2.9,3.0,2.2,0.0,-0.5,-1.8
VWND,-4.3,-4.3,-4.0,-3.5,-1.8,-0.9,0.6,2.5,2.8
WSPD,6.370243323453194,6.370243323453194,5.656854249492381,4.545327270945404,3.4985711369071804,2.3769728648009427,0.6,2.5495097567963922,3.3286633954186473
